model,country,category,sub_category,variant,T2I prompt,I2I prompt,base,edit_1,edit_2,edit_3,edit_4,edit_5
hidream,korea,event,sport,modern,"Modern sport in Korea, photorealistic.",Change the image to represent modern sport in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_event_sport_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_event_sport_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_event_sport_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_event_sport_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_event_sport_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_event_sport_modern_5.png
hidream,korea,event,sport,traditional,"Traditional sport in Korea, photorealistic.",Change the image to represent traditional sport in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_event_sport_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_event_sport_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_event_sport_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_event_sport_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_event_sport_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_event_sport_traditional_5.png
hidream,korea,event,wedding,general,"Wedding in Korea, photorealistic.",Change the image to represent wedding in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_event_wedding_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_event_wedding_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_event_wedding_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_event_wedding_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_event_wedding_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_event_wedding_general_5.png
hidream,korea,event,wedding,modern,"Modern wedding in Korea, photorealistic.",Change the image to represent modern wedding in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_event_wedding_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_event_wedding_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_event_wedding_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_event_wedding_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_event_wedding_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_event_wedding_modern_5.png
hidream,korea,event,wedding,traditional,"Traditional wedding in Korea, photorealistic.",Change the image to represent traditional wedding in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_event_wedding_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_event_wedding_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_event_wedding_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_event_wedding_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_event_wedding_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_event_wedding_traditional_5.png
hidream,korea,fashion,accessories,general,"Accessories in Korea, photorealistic.",Change the image to represent accessories in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_accessories_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_accessories_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_accessories_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_accessories_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_accessories_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_accessories_general_5.png
hidream,korea,fashion,accessories,modern,"Modern accessories in Korea, photorealistic.",Change the image to represent modern accessories in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_accessories_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_accessories_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_accessories_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_accessories_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_accessories_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_accessories_modern_5.png
hidream,korea,fashion,accessories,traditional,"Traditional accessories in Korea, photorealistic.",Change the image to represent traditional accessories in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_accessories_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_accessories_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_accessories_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_accessories_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_accessories_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_accessories_traditional_5.png
hidream,korea,fashion,clothing,general,"Clothing in Korea, photorealistic.",Change the image to represent clothing in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_clothing_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_clothing_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_clothing_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_clothing_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_clothing_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_clothing_general_5.png
hidream,korea,fashion,clothing,modern,"Modern clothing in Korea, photorealistic.",Change the image to represent modern clothing in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_clothing_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_clothing_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_clothing_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_clothing_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_clothing_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_clothing_modern_5.png
hidream,korea,fashion,clothing,traditional,"Traditional clothing in Korea, photorealistic.",Change the image to represent traditional clothing in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_clothing_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_clothing_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_clothing_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_clothing_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_clothing_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_clothing_traditional_5.png
hidream,korea,fashion,makeup,general,"Makeup in Korea, photorealistic.",Change the image to represent makeup in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_makeup_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_makeup_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_makeup_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_makeup_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_makeup_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_makeup_general_5.png
hidream,korea,fashion,makeup,modern,"Modern makeup in Korea, photorealistic.",Change the image to represent modern makeup in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_makeup_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_makeup_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_makeup_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_makeup_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_makeup_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_makeup_modern_5.png
hidream,korea,fashion,makeup,traditional,"Traditional makeup in Korea, photorealistic.",Change the image to represent traditional makeup in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_fashion_makeup_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_fashion_makeup_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_fashion_makeup_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_fashion_makeup_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_fashion_makeup_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_fashion_makeup_traditional_5.png
hidream,korea,food,beverage,general,"Beverage in Korea, photorealistic.",Change the image to represent beverage in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_beverage_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_beverage_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_beverage_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_beverage_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_beverage_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_beverage_general_5.png
hidream,korea,food,beverage,modern,"Modern beverage in Korea, photorealistic.",Change the image to represent modern beverage in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_beverage_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_beverage_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_beverage_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_beverage_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_beverage_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_beverage_modern_5.png
hidream,korea,food,beverage,traditional,"Traditional beverage in Korea, photorealistic.",Change the image to represent traditional beverage in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_beverage_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_beverage_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_beverage_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_beverage_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_beverage_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_beverage_traditional_5.png
hidream,korea,food,dessert,general,"Dessert in Korea, photorealistic.",Change the image to represent dessert in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_dessert_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_dessert_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_dessert_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_dessert_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_dessert_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_dessert_general_5.png
hidream,korea,food,dessert,modern,"Modern dessert in Korea, photorealistic.",Change the image to represent modern dessert in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_dessert_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_dessert_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_dessert_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_dessert_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_dessert_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_dessert_modern_5.png
hidream,korea,food,dessert,traditional,"Traditional dessert in Korea, photorealistic.",Change the image to represent traditional dessert in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_dessert_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_dessert_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_dessert_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_dessert_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_dessert_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_dessert_traditional_5.png
hidream,korea,food,main_dish,general,"Main dish in Korea, photorealistic.",Change the image to represent main dish in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_main_dish_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_main_dish_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_main_dish_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_main_dish_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_main_dish_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_main_dish_general_5.png
hidream,korea,food,main_dish,modern,"Modern main dish in Korea, photorealistic.",Change the image to represent modern main dish in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_main_dish_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_main_dish_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_main_dish_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_main_dish_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_main_dish_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_main_dish_modern_5.png
hidream,korea,food,main_dish,traditional,"Traditional main dish in Korea, photorealistic.",Change the image to represent traditional main dish in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_main_dish_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_main_dish_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_main_dish_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_main_dish_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_main_dish_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_main_dish_traditional_5.png
hidream,korea,food,snack,general,"Snack in Korea, photorealistic.",Change the image to represent snack in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_snack_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_snack_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_snack_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_snack_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_snack_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_snack_general_5.png
hidream,korea,food,snack,modern,"Modern snack in Korea, photorealistic.",Change the image to represent modern snack in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_snack_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_snack_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_snack_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_snack_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_snack_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_snack_modern_5.png
hidream,korea,food,snack,traditional,"Traditional snack in Korea, photorealistic.",Change the image to represent traditional snack in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_snack_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_snack_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_snack_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_snack_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_snack_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_snack_traditional_5.png
hidream,korea,food,staple_food,general,"Staple food in Korea, photorealistic.",Change the image to represent staple food in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_staple_food_general.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_staple_food_general_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_staple_food_general_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_staple_food_general_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_staple_food_general_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_staple_food_general_5.png
hidream,korea,food,staple_food,modern,"Modern staple food in Korea, photorealistic.",Change the image to represent modern staple food in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_staple_food_modern.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_staple_food_modern_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_staple_food_modern_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_staple_food_modern_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_staple_food_modern_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_staple_food_modern_5.png
hidream,korea,food,staple_food,traditional,"Traditional staple food in Korea, photorealistic.",Change the image to represent traditional staple food in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_food_staple_food_traditional.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_food_staple_food_traditional_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_food_staple_food_traditional_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_food_staple_food_traditional_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_food_staple_food_traditional_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_food_staple_food_traditional_5.png
hidream,korea,landscape,city,,"City landscape in Korea, photorealistic.",Change the image to represent city landscape in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_landscape_city.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_landscape_city_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_landscape_city_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_landscape_city_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_landscape_city_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_landscape_city_5.png
hidream,korea,landscape,countryside,,"Countryside landscape in Korea, photorealistic.",Change the image to represent countryside landscape in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_landscape_countryside.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_landscape_countryside_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_landscape_countryside_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_landscape_countryside_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_landscape_countryside_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_landscape_countryside_5.png
hidream,korea,landscape,nature,,"Nature landscape in Korea, photorealistic.",Change the image to represent nature landscape in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_landscape_nature.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_landscape_nature_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_landscape_nature_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_landscape_nature_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_landscape_nature_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_landscape_nature_5.png
hidream,korea,people,athlete,,"An athlete in Korea, photorealistic.",Change the image to represent athlete in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_athlete.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_athlete_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_athlete_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_athlete_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_athlete_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_athlete_5.png
hidream,korea,people,bride_and_groom,,"A bride and groom in Korea, photorealistic.",Change the image to represent bride and groom in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_bride_and_groom.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_bride_and_groom_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_bride_and_groom_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_bride_and_groom_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_bride_and_groom_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_bride_and_groom_5.png
hidream,korea,people,celebrity,,"A celebrity in Korea, photorealistic.",Change the image to represent celebrity in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_celebrity.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_celebrity_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_celebrity_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_celebrity_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_celebrity_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_celebrity_5.png
hidream,korea,people,chef,,"A chef in Korea, photorealistic.",Change the image to represent chef in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_chef.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_chef_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_chef_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_chef_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_chef_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_chef_5.png
hidream,korea,people,daily_life,,"Daily Life in Korea, photorealistic.",Change the image to represent daily life in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_daily_life.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_daily_life_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_daily_life_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_daily_life_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_daily_life_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_daily_life_5.png
hidream,korea,people,doctor,,"A doctor in Korea, photorealistic.",Change the image to represent doctor in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_doctor.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_doctor_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_doctor_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_doctor_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_doctor_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_doctor_5.png
hidream,korea,people,farmer,,"A farmer in Korea, photorealistic.",Change the image to represent farmer in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_farmer.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_farmer_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_farmer_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_farmer_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_farmer_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_farmer_5.png
hidream,korea,people,model,,"A model in Korea, photorealistic.",Change the image to represent model in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_model.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_model_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_model_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_model_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_model_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_model_5.png
hidream,korea,people,president,,"A president in Korea, photorealistic.",Change the image to represent president in Korea.,https://ecb-pub.s3.amazonaws.com/hidream/base/hidream_korea_people_president.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_1/hidream_korea_people_president_1.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_2/hidream_korea_people_president_2.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_3/hidream_korea_people_president_3.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_4/hidream_korea_people_president_4.png,https://ecb-pub.s3.amazonaws.com/hidream/edit_5/hidream_korea_people_president_5.png
