model,country,category,sub_category,variant,T2I prompt,I2I prompt,base,edit_1,edit_2,edit_3,edit_4,edit_5
nextstep,kenya,people,bride_and_groom,,"A bride and groom in Kenya, photorealistic.",Change the image to represent bride and groom in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_bride_and_groom.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_bride_and_groom_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_bride_and_groom_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_bride_and_groom_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_bride_and_groom_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_bride_and_groom_5.png
nextstep,kenya,people,celebrity,,"A celebrity in Kenya, photorealistic.",Change the image to represent celebrity in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_celebrity.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_celebrity_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_celebrity_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_celebrity_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_celebrity_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_celebrity_5.png
nextstep,kenya,people,chef,,"A chef in Kenya, photorealistic.",Change the image to represent chef in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_chef.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_chef_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_chef_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_chef_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_chef_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_chef_5.png
nextstep,kenya,people,daily_life,,"Daily Life in Kenya, photorealistic.",Change the image to represent daily life in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_daily_life.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_daily_life_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_daily_life_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_daily_life_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_daily_life_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_daily_life_5.png
nextstep,kenya,people,doctor,,"A doctor in Kenya, photorealistic.",Change the image to represent doctor in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_doctor.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_doctor_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_doctor_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_doctor_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_doctor_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_doctor_5.png
nextstep,kenya,people,farmer,,"A farmer in Kenya, photorealistic.",Change the image to represent farmer in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_farmer.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_farmer_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_farmer_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_farmer_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_farmer_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_farmer_5.png
nextstep,kenya,people,model,,"A model in Kenya, photorealistic.",Change the image to represent model in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_model.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_model_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_model_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_model_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_model_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_model_5.png
nextstep,kenya,people,president,,"A president in Kenya, photorealistic.",Change the image to represent president in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_president.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_president_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_president_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_president_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_president_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_president_5.png
nextstep,kenya,people,soldier,,"A soldier in Kenya, photorealistic.",Change the image to represent soldier in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_soldier.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_soldier_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_soldier_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_soldier_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_soldier_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_soldier_5.png
nextstep,kenya,people,student,,"A student in Kenya, photorealistic.",Change the image to represent student in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_student.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_student_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_student_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_student_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_student_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_student_5.png
nextstep,kenya,people,teacher,,"A teacher in Kenya, photorealistic.",Change the image to represent teacher in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_people_teacher.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_people_teacher_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_people_teacher_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_people_teacher_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_people_teacher_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_people_teacher_5.png
nextstep,kenya,wildlife,animal,common,"Common animal in Kenya, photorealistic.",Change the image to represent common animal in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_wildlife_animal_common.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_wildlife_animal_common_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_wildlife_animal_common_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_wildlife_animal_common_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_wildlife_animal_common_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_wildlife_animal_common_5.png
nextstep,kenya,wildlife,animal,general,"Animal in Kenya, photorealistic.",Change the image to represent animal in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_wildlife_animal_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_wildlife_animal_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_wildlife_animal_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_wildlife_animal_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_wildlife_animal_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_wildlife_animal_general_5.png
nextstep,kenya,wildlife,animal,national,"National animal in Kenya, photorealistic.",Change the image to represent national animal in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_wildlife_animal_national.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_wildlife_animal_national_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_wildlife_animal_national_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_wildlife_animal_national_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_wildlife_animal_national_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_wildlife_animal_national_5.png
nextstep,kenya,wildlife,plant,common,"Common plant in Kenya, photorealistic.",Change the image to represent common animal in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_wildlife_plant_common.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_wildlife_plant_common_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_wildlife_plant_common_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_wildlife_plant_common_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_wildlife_plant_common_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_wildlife_plant_common_5.png
nextstep,kenya,wildlife,plant,general,"Plant in Kenya, photorealistic.",Change the image to represent animal in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_wildlife_plant_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_wildlife_plant_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_wildlife_plant_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_wildlife_plant_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_wildlife_plant_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_wildlife_plant_general_5.png
nextstep,kenya,wildlife,plant,national,"National plant in Kenya, photorealistic.",Change the image to represent national animal in Kenya.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_kenya_wildlife_plant_national.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_kenya_wildlife_plant_national_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_kenya_wildlife_plant_national_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_kenya_wildlife_plant_national_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_kenya_wildlife_plant_national_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_kenya_wildlife_plant_national_5.png
nextstep,korea,architecture,house,general,"House in Korea, photorealistic.",Change the image to represent house in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_architecture_house_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_architecture_house_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_architecture_house_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_architecture_house_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_architecture_house_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_architecture_house_general_5.png
nextstep,korea,architecture,house,modern,"Modern house in Korea, photorealistic.",Change the image to represent modern house in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_architecture_house_modern.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_architecture_house_modern_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_architecture_house_modern_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_architecture_house_modern_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_architecture_house_modern_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_architecture_house_modern_5.png
nextstep,korea,architecture,house,traditional,"Traditional house in Korea, photorealistic.",Change the image to represent traditional house in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_architecture_house_traditional.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_architecture_house_traditional_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_architecture_house_traditional_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_architecture_house_traditional_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_architecture_house_traditional_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_architecture_house_traditional_5.png
nextstep,korea,architecture,landmark,general,"Landmark in Korea, photorealistic.",Change the image to represent landmark in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_architecture_landmark_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_architecture_landmark_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_architecture_landmark_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_architecture_landmark_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_architecture_landmark_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_architecture_landmark_general_5.png
nextstep,korea,architecture,landmark,modern,"Modern landmark in Korea, photorealistic.",Change the image to represent modern landmark in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_architecture_landmark_modern.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_architecture_landmark_modern_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_architecture_landmark_modern_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_architecture_landmark_modern_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_architecture_landmark_modern_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_architecture_landmark_modern_5.png
nextstep,korea,architecture,landmark,traditional,"Traditional landmark in Korea, photorealistic.",Change the image to represent traditional landmark in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_architecture_landmark_traditional.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_architecture_landmark_traditional_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_architecture_landmark_traditional_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_architecture_landmark_traditional_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_architecture_landmark_traditional_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_architecture_landmark_traditional_5.png
nextstep,korea,art,dance,general,"Dance in Korea, photorealistic.",Change the image to represent dance in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_dance_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_dance_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_dance_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_dance_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_dance_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_dance_general_5.png
nextstep,korea,art,dance,modern,"Modern dance in Korea, photorealistic.",Change the image to represent modern dance in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_dance_modern.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_dance_modern_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_dance_modern_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_dance_modern_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_dance_modern_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_dance_modern_5.png
nextstep,korea,art,dance,traditional,"Traditional dance in Korea, photorealistic.",Change the image to represent traditional dance in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_dance_traditional.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_dance_traditional_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_dance_traditional_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_dance_traditional_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_dance_traditional_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_dance_traditional_5.png
nextstep,korea,art,painting,general,"Painting in Korea, photorealistic.",Change the image to represent painting in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_painting_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_painting_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_painting_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_painting_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_painting_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_painting_general_5.png
nextstep,korea,art,painting,modern,"Modern painting in Korea, photorealistic.",Change the image to represent modern painting in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_painting_modern.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_painting_modern_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_painting_modern_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_painting_modern_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_painting_modern_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_painting_modern_5.png
nextstep,korea,art,painting,traditional,"Traditional painting in Korea, photorealistic.",Change the image to represent traditional painting in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_painting_traditional.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_painting_traditional_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_painting_traditional_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_painting_traditional_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_painting_traditional_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_painting_traditional_5.png
nextstep,korea,art,sculpture,general,"Sculpture in Korea, photorealistic.",Change the image to represent sculpture in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_sculpture_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_sculpture_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_sculpture_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_sculpture_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_sculpture_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_sculpture_general_5.png
nextstep,korea,art,sculpture,modern,"Modern sculpture in Korea, photorealistic.",Change the image to represent modern sculpture in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_sculpture_modern.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_sculpture_modern_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_sculpture_modern_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_sculpture_modern_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_sculpture_modern_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_sculpture_modern_5.png
nextstep,korea,art,sculpture,traditional,"Traditional sculpture in Korea, photorealistic.",Change the image to represent traditional sculpture in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_art_sculpture_traditional.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_art_sculpture_traditional_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_art_sculpture_traditional_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_art_sculpture_traditional_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_art_sculpture_traditional_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_art_sculpture_traditional_5.png
nextstep,korea,event,festival,general,"Festival in Korea, photorealistic.",Change the image to represent festival in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_event_festival_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_event_festival_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_event_festival_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_event_festival_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_event_festival_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_event_festival_general_5.png
nextstep,korea,event,festival,modern,"Modern festival in Korea, photorealistic.",Change the image to represent modern festival in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_event_festival_modern.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_event_festival_modern_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_event_festival_modern_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_event_festival_modern_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_event_festival_modern_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_event_festival_modern_5.png
nextstep,korea,event,festival,traditional,"Traditional festival in Korea, photorealistic.",Change the image to represent traditional festival in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_event_festival_traditional.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_event_festival_traditional_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_event_festival_traditional_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_event_festival_traditional_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_event_festival_traditional_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_event_festival_traditional_5.png
nextstep,korea,event,funeral,general,"Funeral in Korea, photorealistic.",Change the image to represent funeral in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_event_funeral_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_event_funeral_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_event_funeral_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_event_funeral_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_event_funeral_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_event_funeral_general_5.png
nextstep,korea,event,funeral,modern,"Modern funeral in Korea, photorealistic.",Change the image to represent modern funeral in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_event_funeral_modern.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_event_funeral_modern_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_event_funeral_modern_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_event_funeral_modern_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_event_funeral_modern_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_event_funeral_modern_5.png
nextstep,korea,event,funeral,traditional,"Traditional funeral in Korea, photorealistic.",Change the image to represent traditional funeral in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_event_funeral_traditional.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_event_funeral_traditional_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_event_funeral_traditional_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_event_funeral_traditional_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_event_funeral_traditional_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_event_funeral_traditional_5.png
nextstep,korea,event,game,general,"Game in Korea, photorealistic.",Change the image to represent game in Korea.,https://ecb-pub.s3.amazonaws.com/nextstep/base/nextstep_korea_event_game_general.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_1/nextstep_korea_event_game_general_1.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_2/nextstep_korea_event_game_general_2.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_3/nextstep_korea_event_game_general_3.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_4/nextstep_korea_event_game_general_4.png,https://ecb-pub.s3.amazonaws.com/nextstep/edit_5/nextstep_korea_event_game_general_5.png
